ID	ENTITY_NAME__C	EXECUTED_PRODUCT_NAME__C	PRODUCT_NAME__C	APPROVE_ACTION_PLAN__C	Execution Tracker	EXECUTION_TRACKER_PRODUCT__C
a0l200000061Qa0AAE	00120000011DbCgAAK	Pramerica Equity	Pramerica Equity Fund	a31200000001kpA	ET#57087	
a0l200000061Qa1AAE	00120000011DbCgAAK	Reliance equity opportunities fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001kp9	ET#57114	
a0l200000061Qa2AAE	00120000011DbCgAAK	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001kp8	ET#57115	
a0l200000061Qa3AAE	00120000011DbCgAAK	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001kp7	ET#57116	
a0l200000061Qa4AAE	00120000011DbCgAAK	BSL Dynamic	Birla Sun Life Dynamic Bond Fund	a31200000001kp6	ET#57117	
a0l200000061QZ7AAM	00120000011DbCgAAK	Bajaj Allianz Premium Personal Guard	Bajaj Allianz Premier Personal Guard	a31200000001kq4	ET#57058	
a0l200000061QZAAA2	00120000011DbCgAAK	Bajaj Allianz Critical Illness	Bajaj Allianz Critical Illness Cover	a31200000001kq1	ET#57061	
a0l200000061QZCAA2	00120000011DbCgAAK	Bajaj Allianz Critical Illness	Bajaj Allianz Critical Illness Cover	a31200000001kpz	ET#57088	
a0l200000061QZEAA2	00120000011DbCgAAK	Bajaj Allianz Premium Personal Guard	Bajaj Allianz Premier Personal Guard	a31200000001kpx	ET#57090	
a0lw0000008s5BrAAI	0012000000wG97IAAS	Reliance Liquid Fund	Reliance Liquid Fund - Cash Plan	a31w00000001vhY	ET#59523	
a0lw0000008s5BsAAI	0012000000wG97IAAS	Templeton India Treasury Mgmt D	Templeton India Treasury Management Account - Regular Plan	a31w00000001vhX	ET#59524	
a0lw0000008s5BtAAI	0012000000wG97IAAS	HDFC Cash Mgmt Treasury Advtg D	HDFC Cash Management Treasury Advantage Fund	a31w00000001vhW	ET#59525	
a0lw0000008s5BuAAI	0012000000wG97IAAS	DSP MM G	DSP BlackRock Money Manager Fund	a31w00000001vhV	ET#59526	
a0lw0000008s5BvAAI	0012000000wG97IAAS	HDFC Liquid Fund DDR	HDFC Liquid Fund	a31w00000001vhU	ET#59527	
a0lw0000008s5BzAAI	0012000000wG97IAAS	Franklin India Prima	Franklin India Prima Fund	a31w00000001vhP	ET#59531	
a0lw0000008s5C0AAI	0012000000wG97IAAS	Franklin India Blue Chip Equity	Franklin India Bluechip Fund	a31w00000001vhO	ET#59532	
a0lw0000008s5C1AAI	0012000000wG97IAAS	IDFC MM Treasury A	IDFC Money Manager Fund - Treasury Plan A	a31w00000001vhN	ET#59533	
a0lw0000008s5C2AAI	0012000000wG97IAAS	BSL Savings	Birla Sun Life Savings Fund	a31w00000001vhM	ET#59534	
a0lw0000008s5C3AAI	0012000000wG97IAAS	HDFC Top 200 Dividend	HDFC Top 200 Fund	a31w00000001vhL	ET#59535	
a0lw0000008s5C4AAI	0012000000wG97IAAS	Franklin India Blue Chip	Franklin India Bluechip Fund	a31w00000001vhK	ET#59536	
a0lw0000008s5C6AAI	0012000000wG97IAAS	BLS Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31w00000001vhI	ET#59538	
a0lw0000008s5C9AAI	0012000000wG97IAAS	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31w00000001vhF	ET#59541	
a0lw0000008s5CAAAY	0012000000wG97IAAS	HDFC Top 200 Dividend	HDFC Top 200 Fund	a31w00000001vhE	ET#59542	
a0lw0000008s5CDAAY	0012000000wG97IAAS	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31w00000001vhB	ET#59545	
a0lw0000008s5CEAAY	0012000000wG97IAAS	Franklin India Blue Chip Fund Dividend	Franklin India Bluechip Fund	a31w00000001vhA	ET#59546	
a0lw0000008s5CFAAY	0012000000wG97IAAS	HDFC Top 200 Dividend	HDFC Top 200 Fund	a31w00000001vh9	ET#59547	
a0lw0000008s5CIAAY	0012000000wG97IAAS	Axis Triple Advantage	Axis Triple Advanatage Fund	a31w00000001vh6	ET#59550	
a0lw0000008s5CJAAY	0012000000wG97IAAS	BSL Savings Div Yield	Birla Sun Life Dividend Yield Plus	a31w00000001vh5	ET#59551	
a0lw0000008ssDwAAI	0012000000vVqrLAAS	HDFC TOP 200 FUND	HDFC Top 200 Fund	a31200000000e7i	#N/A	
a0lw0000008ssDyAAI	0012000000vVqrLAAS	HDFC TOP 200 FUND	HDFC Top 200 Fund	a31200000000e7h	#N/A	
a0lw0000008st5bAAA	0012000000na1EjAAI	BSL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31w00000002TrS	ET#62836	
a0lw0000008st5dAAA	0012000000na1EjAAI	Reliance Gold Savings	Reliance Gold Savings Fund	a31w00000002TrR	#N/A	
a0lw0000008st5hAAA	0012000000na1EjAAI	ICICI Pru Focused Blue Chip Equity	#N/A	a31w00000002TrP	#N/A	
a0lw0000008st5jAAA	0012000000na1EjAAI	DSP Blackrock Equity	#N/A	a31w00000002TrO	#N/A	
a0l200000061PYlAAM	00120000011w6QQAAY	Bajaj Allianz Critical Illness	Bajaj Allianz Critical Illness Cover	a31200000001j0t	ET#56824	
a0l200000061PYmAAM	00120000011w6QQAAY	Bajaj Allianz Critical Illness	Bajaj Allianz Critical Illness Cover	a31200000001j0u	ET#56850	
a0l200000061PYeAAM	00120000011w6QQAAY	IDFC Money Manager Treasury A	IDFC Money Manager Fund - Treasury Plan A	a31200000001j0m	ET#56817	
a0l200000061PYfAAM	00120000011w6QQAAY	HDFC Life Click 2 Protect. (Sum Assured Rs.10,000,000)	#N/A	a31200000001j0n	ET#56818	
a0l200000061PYiAAM	00120000011w6QQAAY	Bajaj Allianz Premium Personal Guard	Bajaj Allianz Premier Personal Guard	a31200000001j0q	ET#56821	
a0lw0000008ruERAAY	0012000000wk45TAAQ	Bajaj Allianz Premium Personal Guard	Bajaj Allianz Premier Personal Guard	a31200000001juu	ET#58962	
a0lw0000008ruETAAY	0012000000wk45TAAQ	Bajaj Allianz Critical Illness	Bajaj Allianz Critical Illness Cover	a31200000001jus	ET#58964	
a0lw0000008ruEXAAY	0012000000wk45TAAQ	Birla SL Savings	Birla Sun Life Savings Fund	a31200000001juo	ET#58968	
a0lw0000008ruEZAAY	0012000000wk45TAAQ	Savings A/C	Savings Account	a31200000001jum	ET#58970	
a0lw0000008ruEaAAI	0012000000wk45TAAQ	Reliance Natural Resource	#N/A	a31200000001juk	ET#58971	
a0lw0000008ruEbAAI	0012000000wk45TAAQ	Birla SL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001juj	ET#58972	
a0lw0000008ruEcAAI	0012000000wk45TAAQ	Reliance Equities Opportunities	#N/A	a31200000001jui	ET#58973	
a0lw0000008ruEeAAI	0012000000wk45TAAQ	Birla SL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000001jug	ET#58975	
a0lw0000008ruEfAAI	0012000000wk45TAAQ	Birla SL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001juf	ET#58976	
a0lw0000008ruEgAAI	0012000000wk45TAAQ	Reliance Equities Opportunities	#N/A	a31200000001jue	ET#58977	
a0lw0000008ruEhAAI	0012000000wk45TAAQ	HDFC Gold	HDFC Gold Fund	a31200000001jud	ET#58978	
a0lw0000008ruEiAAI	0012000000wk45TAAQ	Birla SL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000001juc	ET#58979	
a0lw0000008s3RBAAY	00120000012BJw3AAG	Birla SL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31w00000001uk9	ET#59488	
a0lw0000008s3RCAAY	00120000012BJw3AAG	Reliance Equities Opportunities	#N/A	a31w00000001ukA	ET#59489	
a0lw0000008s3REAAY	00120000012BJw3AAG	Pramerica Equity	Pramerica Equity Fund	a31w00000001ukC	ET#59491	
a0lw0000008s3RGAAY	00120000012BJw3AAG	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31w00000001ukE	ET#59493	
a0lw0000008s3RHAAY	00120000012BJw3AAG	Birla SL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31w00000001ukF	ET#59494	
a0lw0000008s3RIAAY	00120000012BJw3AAG	Reliance Equities Opportunities	#N/A	a31w00000001ukG	ET#59495	
a0lw0000008s3RKAAY	00120000012BJw3AAG	Pramerica Equity	Pramerica Equity Fund	a31w00000001ukI	ET#59497	
a0lw0000008s3RMAAY	00120000012BJw3AAG	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31w00000001ukK	ET#59499	
a0lw0000008s3RNAAY	00120000012BJw3AAG	Birla SL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31w00000001ukL	ET#59500	
a0lw0000008s3ROAAY	00120000012BJw3AAG	Reliance Equities Opportunity	#N/A	a31w00000001ukM	ET#59501	
a0lw0000008s3RQAAY	00120000012BJw3AAG	Pramerica Equity	Pramerica Equity Fund	a31w00000001ukO	ET#59503	
a0lw0000008s3RRAAY	00120000012BJw3AAG	Axis Triple Advantage	Axis Triple Advanatage Fund	a31w00000001ukP	ET#59504	
a0lw0000008s3RSAAY	00120000012BJw3AAG	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31w00000001ukQ	ET#59505	
a0lw0000008s3RTAAY	00120000012BJw3AAG	Birla SL Savings	Birla Sun Life Savings Fund	a31w00000001ukR	ET#59506	
a0lw0000008s3RVAAY	00120000012BJw3AAG	Birla SL Savings	Birla Sun Life Savings Fund	a31w00000001ukU	ET#59508	
a0lw0000008s3RWAAY	00120000012BJw3AAG	Savings A/C	Savings Account	a31w00000001ukV	ET#59509	
a0lw0000008s3RYAAY	00120000012BJw3AAG	HDFC Click2Protect	HDFC Life Click 2 Protect	a31w00000001ukX	ET#59511	
a0lw0000008s3RfAAI	00120000012BJw3AAG	Bajaj Allianz Premium Personal Guard	Bajaj Allianz Premier Personal Guard	a31w00000001uke	ET#59493	
a0lw0000008sqQEAAY	0012000000jbf5VAAQ	DSP Short Term	DSP BlackRock Short Term Fund	a31w00000002OQ7	#N/A	
a0lw0000008sqQFAAY	0012000000jbf5VAAQ	Axis Triple Advantage	Axis Triple Advanatage Fund	a31w00000002OQ6	#N/A	
a0lw0000008sqQHAAY	0012000000jbf5VAAQ	Top 100	#N/A	a31w00000002OQ5	#N/A	
a0lw0000008sqQIAAY	0012000000jbf5VAAQ	HDFC Top200	#N/A	a31w00000002OQ4	#N/A	
a0lw0000008sqQJAAY	0012000000jbf5VAAQ	HDFC Top200	#N/A	a31w00000002OQ4	#N/A	
a0lw0000008sqQKAAY	0012000000jbf5VAAQ	Birla SL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31w00000002OQ3	#N/A	
a0lw0000008sqQLAAY	0012000000jbf5VAAQ	Birla SL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31w00000002OQ2	#N/A	
a0lw0000008sqQMAAY	0012000000jbf5VAAQ	DSP Equity	DSP BlackRock Equity Fund	a31w00000002OQ1	#N/A	
a0lw0000008sqQOAAY	0012000000jbf5VAAQ	HDFC Hi Interest	#N/A	a31w00000002OQ0	#N/A	
a0lw0000008sqQPAAY	0012000000jbf5VAAQ	IDFC Money Manager	IDFC Money Manager Fund - Treasury Plan A	a31w00000002OPz	ET#62744	
a0lw0000008sqQQAAY	0012000000jbf5VAAQ	Birla SL Div Yield	Birla Sun Life Dividend Yield Plus	a31w00000002OPy	#N/A	
a0l200000061NbsAAE	0012000000zISziAAG	BSL TAX RELIEF 96 SCHEME	#N/A	a31200000000prg	#N/A	
a0l200000061Nc0AAE	0012000000zISziAAG	DSP Equity	DSP BlackRock Equity Fund	a31200000000prX	ET#56108	
a0l200000061Nc1AAE	0012000000zISziAAG	Pramerica Equity	Pramerica Equity Fund	a31200000000prW	ET#56109	
a0l200000061Nc2AAE	0012000000zISziAAG	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000000prV	ET#56110	
a0l200000061Nc3AAE	0012000000zISziAAG	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000000prU	ET#56111	
a0l200000061Nc4AAE	0012000000zISziAAG	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000000prT	ET#56112	
a0l200000061Nc6AAE	0012000000zISziAAG	DSP Equity	DSP BlackRock Equity Fund	a31200000000prR	ET#56114	
a0l200000061Nc7AAE	0012000000zISziAAG	Pramerica Equity	Pramerica Equity Fund	a31200000000prQ	ET#56115	
a0l200000061Nc8AAE	0012000000zISziAAG	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000000prP	ET#56116	
a0l200000061Nc9AAE	0012000000zISziAAG	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000000prO	ET#56117	
a0l200000061NcAAAU	0012000000zISziAAG	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000000prN	ET#56118	
a0l200000061NcCAAU	0012000000zISziAAG	DSP Equity	DSP BlackRock Equity Fund	a31200000000prL	ET#56120	
a0l200000061NcDAAU	0012000000zISziAAG	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000000prK	ET#56121	
a0l200000061NcEAAU	0012000000zISziAAG	Pramerica Equity	Pramerica Equity Fund	a31200000000prJ	ET#56122	
a0l200000061NcFAAU	0012000000zISziAAG	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000000prI	ET#56123	
a0l200000061NcGAAU	0012000000zISziAAG	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000000prH	ET#56124	
a0l200000061LaWAAU	00120000010OKlmAAG	Pramerica Short Term	Pramerica Short Term Income Fund	a31200000001TxM	ET#52926	
a0l200000061LaXAAU	00120000010OKlmAAG	BSL Dynamic	Birla Sun Life Dynamic Bond Fund	a31200000001TxL	ET#52927	
a0l200000061LaHAAU	00120000010OKlmAAG	BSL Savings	Birla Sun Life Savings Fund	a31200000001Txb	ET#52911	
a0l200000061LaJAAU	00120000010OKlmAAG	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001TxZ	ET#52913	
a0l200000061LaKAAU	00120000010OKlmAAG	Pramerica Short Term	Pramerica Short Term Income Fund	a31200000001TxY	ET#52914	
a0l200000061LaLAAU	00120000010OKlmAAG	BSL Dynamic	Birla Sun Life Dynamic Bond Fund	a31200000001TxX	ET#52915	
a0l200000061LaMAAU	00120000010OKlmAAG	IDFC MM Treasury A	IDFC Money Manager Fund - Treasury Plan A	a31200000001TxW	ET#52916	
a0l200000061LaNAAU	00120000010OKlmAAG	BSL Savings	Birla Sun Life Savings Fund	a31200000001TxV	ET#52917	
a0l200000061LaOAAU	00120000010OKlmAAG	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001TxU	ET#52918	
a0l200000061LaPAAU	00120000010OKlmAAG	BSL Dynamic	Birla Sun Life Dynamic Bond Fund	a31200000001TxT	ET#52919	
a0l200000061GteAAE	0012000000wnNEyAAM	HDFC	#N/A	a31200000001Izs	#N/A	
a0l200000061GtgAAE	0012000000wnNEyAAM	HDFC	#N/A	a31200000001Izu	#N/A	
a0l200000061KxYAAU	0012000000yLQXgAAO	Kotak 50 Equity Scheme Growth	#N/A	a31200000000qGC	#N/A	
a0l200000061KwvAAE	0012000000yK1z0AAC	HDFC Top 200	HDFC Top 200 Fund	a31200000000qGE	#N/A	
a0l200000061KwwAAE	0012000000yK1z0AAC	HDFC Equity	HDFC Equity Fund	a31200000000qGD	#N/A	
a0l200000061KwxAAE	0012000000yK1z0AAC	Idfc Premier Equity Growth	#N/A	a31200000000qGA	#N/A	
a0l200000061KxWAAU	0012000000yLQXgAAO	Icici Dynamic Plan Cumulative	#N/A	a31200000000qGG	#N/A	
a0lw0000008rwn5AAA	0012000000j9g4GAAQ	Birla SL Savings	Birla Sun Life Savings Fund	a31200000001mM2	ET#59022	
a0lw0000008rwnfAAA	0012000000j9g4GAAQ	Birla SL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000001mLS	ET#59058	
a0lw0000008rwngAAA	0012000000j9g4GAAQ	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001mLR	ET#59059	
a0lw0000008rwnjAAA	0012000000j9g4GAAQ	Reliance Equity Opportunities	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001mLO	ET#59062	
a0lw0000008rwnkAAA	0012000000j9g4GAAQ	Birla SL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001mLN	ET#59063	
a0lw0000008rzU7AAI	00120000010OuqUAAS	HDFC Click2Protect (10000000)	HDFC Life Click 2 Protect	a31200000000rHB	ET#59346	
a0lw0000008sklnAAA	0012000000vUKWWAA4	Bajaj Allianz Premium Personal guard	Bajaj Allianz Premier Personal Guard	a31200000000jmV	ET#62561	
a0lw0000008sleIAAQ	00120000011w71dAAA	HDFC CMF - Treasury Advantage Plan - Retail - Gr	#N/A	a31200000001khj	#N/A	
a0lw0000008sleJAAQ	00120000011w71dAAA	Axis Long Term Equity Fund	#N/A	a31200000001khi	#N/A	
a0lw0000008sleOAAQ	00120000011w71dAAA	Pramerica Ultra Short Term Bond Fund - Gr	#N/A	a31200000001khe	#N/A	
a0lw0000008slePAAQ	00120000011w71dAAA	HDFC Rajiv Gandhi Equity Savings Scheme- Series 1 - Regular Gr	#N/A	a31200000001khb	#N/A	
a0lw0000008sleSAAQ	00120000011w71dAAA	HDFC CMF - Treasury Advantage Plan - Retail - Gr	#N/A	a31200000001khW	#N/A	
a0lw0000008sleWAAQ	00120000011w71dAAA	DSP BlackRock Tax Saver Fund - Gr	#N/A	a31200000001khQ	#N/A	
a0lw0000008slegAAA	00120000011w71dAAA	Reliance Medium Term Fund Gr	#N/A	a31200000001khE	#N/A	
a0lw0000008sleiAAA	00120000011w71dAAA	Saving Bank Account	Savings Account	a31200000001khC	ET#62629	
a0lw0000008sleoAAA	00120000011w71dAAA	HDFC CMF - Treasury Advantage Plan - Retail - Gr	#N/A	a31200000001kh5	ET#62635	
a0lw0000008sleqAAA	00120000011w71dAAA	HDFC CMF - Treasury Advantage Plan - Retail - Gr	#N/A	a31200000001kh3	ET#62637	
a0lw0000008slerAAA	00120000011w71dAAA	Reliance Medium Term Fund	#N/A	a31200000001kh2	ET#62638	
a0lw0000008slesAAA	00120000011w71dAAA	Religare Invesco Credit Opportunities Fund	#N/A	a31200000001kh1	ET#62639	
a0lw0000008sleuAAA	00120000011w71dAAA	HDFC CMF - Treasury Advantage Plan - Retail - Gr	#N/A	a31200000001kgz	ET#62641	
a0lw0000008slevAAA	00120000011w71dAAA	HDFC CMF - Treasury Advantage Plan - Retail - Gr	#N/A	a31200000001kgy	ET#62642	
a0lw0000008slexAAA	00120000011w71dAAA	HDFC CMF - Treasury Advantage Plan - Retail - Gr	#N/A	a31200000001kgw	ET#62644	
a0lw0000008sleyAAA	00120000012ARN0AAO	Religare Invesco Credit Opportunities Fund - Gr	#N/A	a31200000001khl	#N/A	
a0lw0000008slezAAA	00120000012ARN0AAO	Sundaram Tax Saver - Gr	#N/A	a31200000001khk	#N/A	
a0lw0000008slf7AAA	00120000012ARN0AAO	Axis Long Term Equity Fund - Gr	#N/A	a31200000001khU	#N/A	
a0lw0000008slf8AAA	00120000012ARN0AAO	DSP BlackRock Tax Saver Fund - Gr	#N/A	a31200000001khT	#N/A	
a0lw0000008snDkAAI	0012000000fqOufAAE	DSP Liquidity Fund Inst	#N/A	a31w00000001wZW	ET#62685	
a0lw0000008snDnAAI	0012000000fqOufAAE	Reliance Gold Savings Fund/ Gold ETF	#N/A	a31w00000001wZS	ET#62688	
a0lw0000008snDvAAI	0012000000fqOufAAE	Reliance Gold Savings Fund/ Gold ETF	#N/A	a31w00000001wZK	ET#62696	
a0lw0000008snE0AAI	0012000000fqOufAAE	Reliance Gold Savings Fund/ Gold ETF	#N/A	a31w00000001wZF	ET#62701	
a0lw0000008snE6AAI	0012000000fqOufAAE	Reliance Gold Savings Fund/ Gold ETF	#N/A	a31w00000001wZ9	ET#62707	
a0lw0000008snECAAY	0012000000fqOufAAE	Reliance Gold Savings Fund/ Gold ETF	#N/A	a31w00000001wZ3	ET#62713	
a0lw0000008snELAAY	0012000000fqOufAAE	Reliance Gold Savings Fund/ Gold ETF	#N/A	a31w00000001wYu	ET#62722	
a0lw0000008snDOAAY	0012000000fqOufAAE	ICICI Pru - Focused Bluechip Equity Fund Reg (G) [Folio:5967577/74]	#N/A	a31w00000001wZm	#N/A	
a0lw0000008snDRAAY	0012000000fqOufAAE	HDFC - Top 200 Fund - (G) [Folio:8791459/20]	#N/A	a31w00000001wZk	ET#62696	
a0lw0000008snDSAAY	0012000000fqOufAAE	Birla SL - DBF Ret (G) [Folio:1016141304]	#N/A	a31w00000001wZj	#N/A	
a0lw0000008snDTAAY	0012000000fqOufAAE	HDFC Cash Management Fund-Savings Plan-Weekly Div.	#N/A	a31w00000001wZi	#N/A	
a0lw0000008snDUAAY	0012000000fqOufAAE	HDFC - Top 200 Fund - (G) [Folio:8751813/36]	#N/A	a31w00000001wZh	#N/A	
a0lw0000008snDVAAY	0012000000fqOufAAE	HDFC - Top 200 Fund - (G) [Folio:8751813/36]	#N/A	a31w00000001wZh	#N/A	
a0lw0000008snDXAAY	0012000000fqOufAAE	Birla SL - DBF Ret (G) [Folio:1015789743]	#N/A	a31w00000001wZf	ET#62701	
a0lw0000008snDbAAI	0012000000fqOufAAE	IDFC - Premier Equity Fund Reg (G) [Folio:1355600/22]	#N/A	a31w00000001wZd	#N/A	
a0lw0000008snDcAAI	0012000000fqOufAAE	IDFC - Premier Equity Fund Reg (G) [Folio:1355600/22]	#N/A	a31w00000001wZd	#N/A	
a0lw0000008snDeAAI	0012000000fqOufAAE	DSP BLACKROCK LIQUIDITY FUND WEEKLY-INSTITUTIONAL PLAN-DIVIDEND	#N/A	a31w00000001wZb	#N/A	
a0l200000061LpsAAE	0012000000xp57MAAQ	BSL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000000YEK	ET#53381	
a0l200000061LqgAAE	0012000000xp57MAAQ	SBI Dunamic bond fund	#N/A	a31200000000YDW	ET#53431	
a0l200000061LqlAAE	0012000000xp58PAAQ	Birla Frontilne	#N/A	a31200000000YEo	#N/A	
a0l200000061Nm3AAE	0012000000zI4BIAA0	BSL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000001dAh	ET#56194	
a0l200000061Nm6AAE	0012000000zI4BIAA0	DSP BR Top 100 Fund	DSP BlackRock Top 100 Equity Fund	a31200000001dAe	ET#56197	
a0l200000061Nm8AAE	0012000000zI4BIAA0	BSL Frontline Equity Fund	Birla Sun Life Frontline Equity Fund	a31200000001dAc	ET#56199	
a0l200000061Nm9AAE	0012000000zI4BIAA0	DSP BR Equity Fund	DSP BlackRock Equity Fund	a31200000001dAb	ET#56200	
a0l200000061NmAAAU	0012000000zI4BIAA0	BSL Dividend Yield Plus Fund	Birla Sun Life Dividend Yield Plus	a31200000001dAa	ET#56201	
a0l200000061NmBAAU	0012000000zI4BIAA0	BSL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000001dAZ	ET#56176	
a0l200000061NmCAAU	0012000000zI4BIAA0	Prameirca Short Term Income Fund	Pramerica Short Term Income Fund	a31200000001dAY	ET#56177	
a0l200000061NmEAAU	0012000000zI4BIAA0	BSL Frontline Equity Fund	Birla Sun Life Frontline Equity Fund	a31200000001dAW	ET#56205	
a0l200000061NmGAAU	0012000000zI4BIAA0	DSP BR Equity Fund	DSP BlackRock Equity Fund	a31200000001dAU	ET#56207	
a0l200000061NmHAAU	0012000000zI4BIAA0	BSL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000001dAT	ET#56182	
a0l200000061NmKAAU	0012000000zI4BIAA0	BSL Frontline Equity Fund	Birla Sun Life Frontline Equity Fund	a31200000001dAQ	ET#56211	
a0l200000061NmLAAU	0012000000zI4BIAA0	DSP BR Top 100 Fund	DSP BlackRock Top 100 Equity Fund	a31200000001dAP	ET#56186	
a0l200000061NmMAAU	0012000000zI4BIAA0	DSP BR Equity Fund	DSP BlackRock Equity Fund	a31200000001dAO	ET#56213	
a0l200000061NlJAAU	0012000000zI4BIAA0	Bajaj Allianz Critical Care Cover	Bajaj Allianz Critical Care Policy	a31200000001dBO	ET#56148	
a0l200000061NlKAAU	0012000000zI4BIAA0	Bajaj Allianz Extra Care Cover	Bajaj Allianz Extra Care	a31200000001dBN	ET#56149	
a0l200000061NlNAAU	0012000000zI4BIAA0	Bajaj Allianz Critical Care Cover	Bajaj Allianz Critical Care Policy	a31200000001dBK	ET#56152	
a0l200000061NlPAAU	0012000000zI4BIAA0	Bajaj Allianz Premium Personal Guard	Bajaj Allianz Premier Personal Guard	a31200000001dBI	ET#56154	
a0l200000061NlSAAU	0012000000zI4BIAA0	HDFC Click 2 Protect - Cover of Rs.12,000,000	#N/A	a31200000001dBF	ET#56157	
a0l200000061NlXAAU	0012000000zI4BIAA0	HDFC Top 200 Fund G	HDFC Top 200 Fund	a31200000001dBC	#N/A	
a0l200000061NlZAAU	0012000000zI4BIAA0	IDFC Premier Equity G	#N/A	a31200000001dBB	#N/A	
a0l200000061NlbAAE	0012000000zI4BIAA0	DSP BR Top 100 Equity G	#N/A	a31200000001dBA	#N/A	
a0l200000061NlgAAE	0012000000zI4BIAA0	BSL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000001dB4	ET#56171	
a0l200000061NliAAE	0012000000zI4BIAA0	Axis Triple Advantage Funds	Axis Triple Advanatage Fund	a31200000001dB2	ET#56173	
a0l200000061NljAAE	0012000000zI4BIAA0	BSL Frontline Equity Fund	Birla Sun Life Frontline Equity Fund	a31200000001dB1	ET#56174	
a0l200000061NllAAE	0012000000zI4BIAA0	DSP BR Equity Fund	DSP BlackRock Equity Fund	a31200000001dAz	ET#56176	
a0l200000061NlmAAE	0012000000zI4BIAA0	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001dAy	ET#56177	
a0l200000061NlnAAE	0012000000zI4BIAA0	BSL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000001dAx	ET#56178	
a0l200000061NlpAAE	0012000000zI4BIAA0	BSL Frontline Equity Fund	Birla Sun Life Frontline Equity Fund	a31200000001dAv	ET#56180	
a0l200000061NlrAAE	0012000000zI4BIAA0	DSP BR Equity Fund	DSP BlackRock Equity Fund	a31200000001dAt	ET#56182	
a0l200000061NlsAAE	0012000000zI4BIAA0	IDFC Premier Equity Fund	IDFC Premier Equity Fund - Plan A	a31200000001dAs	ET#56183	
a0l200000061NltAAE	0012000000zI4BIAA0	BSL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000001dAr	ET#56184	
a0l200000061NlvAAE	0012000000zI4BIAA0	BSL Frontline Equity Fund	Birla Sun Life Frontline Equity Fund	a31200000001dAp	ET#56186	
a0l200000061NlxAAE	0012000000zI4BIAA0	DSP BR Equity Fund	DSP BlackRock Equity Fund	a31200000001dAn	ET#56188	
a0l200000061NlyAAE	0012000000zI4BIAA0	IDFC Premier Equity Fund	IDFC Premier Equity Fund - Plan A	a31200000001dAm	ET#56189	
a0l200000061NlzAAE	0012000000zI4BIAA0	BSL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000001dAl	ET#56190	
a0l200000061Nm1AAE	0012000000zI4BIAA0	DSP BR Equity Fund	DSP BlackRock Equity Fund	a31200000001dAj	ET#56192	
a0l200000061Oi8AAE	0012000000s2NbVAAU	HDFC Growth Fund G	#N/A	a31200000001eta	ET#56529	
a0l200000061Oi9AAE	0012000000s2NbVAAU	HDFC Cash Management Treasury Advt	HDFC Cash Management Treasury Advantage Fund	a31200000001etZ	ET#56505	
